"county"	"tract"	"sldu12"	"cntyname"	"LandSQMI"	"afact"
"county"	"2010 Tract"	"sldu12"	"cntyname"	"Land Area Sq Mls"	"tract to sldu12 alloc factor"
"06029"	"0047.01"	"014"	"Kern CA"	3.61	1 
"06029"	"0047.02"	"014"	"Kern CA"	2.463	1 
"06029"	"0048.00"	"014"	"Kern CA"	1.808	1 
"06029"	"0049.01"	"014"	"Kern CA"	0.563	1 
"06029"	"0049.02"	"014"	"Kern CA"	1.022	1 
"06029"	"0050.03"	"014"	"Kern CA"	3.314	1 
"06029"	"0050.04"	"014"	"Kern CA"	1.083	1 
"06029"	"0051.03"	"016"	"Kern CA"	73.16	1 
"06029"	"0051.04"	"016"	"Kern CA"	39.501	1 
"06029"	"0052.01"	"016"	"Kern CA"	954.758	1 
"06029"	"0052.03"	"016"	"Kern CA"	353.368	1 
"06029"	"0052.04"	"016"	"Kern CA"	361.108	1 
"06029"	"0053.00"	"016"	"Kern CA"	110.083	1 
"06029"	"0054.01"	"016"	"Kern CA"	2.039	1 
"06029"	"0054.02"	"016"	"Kern CA"	2.023	1 
"06029"	"0054.03"	"016"	"Kern CA"	3.992	1 
"06029"	"0054.04"	"016"	"Kern CA"	4.177	1 
"06029"	"0055.01"	"016"	"Kern CA"	276.95	1 
"06029"	"0055.06"	"016"	"Kern CA"	156.306	1 
"06029"	"0055.07"	"016"	"Kern CA"	6.006	1 
"06029"	"0055.08"	"016"	"Kern CA"	71.083	1 
"06029"	"0056.00"	"016"	"Kern CA"	22.366	1 
"06029"	"0057.00"	"016"	"Kern CA"	336.407	1 
"06029"	"0058.01"	"016"	"Kern CA"	4.41	1 
"06029"	"0058.02"	"016"	"Kern CA"	5.253	1 
"06029"	"0059.00"	"016"	"Kern CA"	18.895	1 
"06029"	"0060.02"	"016"	"Kern CA"	2.619	1 
"06029"	"0060.03"	"016"	"Kern CA"	3.186	1 
"06029"	"0060.04"	"016"	"Kern CA"	509.343	1 
"06029"	"0060.06"	"016"	"Kern CA"	17.783	1 
"06029"	"0060.07"	"014"	"Kern CA"	0.629	0.001 
"06029"	"0060.07"	"016"	"Kern CA"	680.003	0.999 
"06029"	"0060.08"	"016"	"Kern CA"	104.833	1 
"06029"	"0061.00"	"016"	"Kern CA"	5.849	1 
"06029"	"0062.01"	"014"	"Kern CA"	20.847	0.605 
"06029"	"0062.01"	"016"	"Kern CA"	13.592	0.395 
"06029"	"0062.02"	"014"	"Kern CA"	144.855	0.993 
"06029"	"0062.02"	"016"	"Kern CA"	1.01	0.007 
"06029"	"0063.01"	"014"	"Kern CA"	6.112	1 
"06029"	"0063.03"	"014"	"Kern CA"	1.534	1 
"06029"	"0063.04"	"014"	"Kern CA"	1.015	0.663 
"06029"	"0063.04"	"016"	"Kern CA"	0.515	0.337 
"06029"	"0064.01"	"014"	"Kern CA"	2.95	1 
"06029"	"0064.03"	"014"	"Kern CA"	1.006	1 
"06029"	"0064.04"	"014"	"Kern CA"	4.06	1 
"06029"	"0065.00"	"016"	"Kern CA"	784.556	1 
"06031"	"0001.00"	"014"	"Kings CA"	98.532	1 
"06031"	"0002.00"	"014"	"Kings CA"	62.836	1 
"06031"	"0003.00"	"014"	"Kings CA"	27.081	1 
"06031"	"0004.02"	"014"	"Kings CA"	25.622	1 
"06031"	"0004.03"	"014"	"Kings CA"	1.764	1 
"06031"	"0004.04"	"014"	"Kings CA"	1.921	1 
"06031"	"0004.05"	"014"	"Kings CA"	1.736	1 
"06031"	"0005.00"	"014"	"Kings CA"	12.135	1 
"06031"	"0006.01"	"014"	"Kings CA"	3.016	1 
"06031"	"0006.02"	"014"	"Kings CA"	1.015	1 
"06031"	"0007.01"	"014"	"Kings CA"	1.31	1 
"06031"	"0007.02"	"014"	"Kings CA"	1.628	1 
"06031"	"0008.00"	"014"	"Kings CA"	4.043	1 
"06031"	"0009.00"	"014"	"Kings CA"	1.531	1 
"06031"	"0010.01"	"014"	"Kings CA"	2.643	1 
"06031"	"0010.02"	"014"	"Kings CA"	1.242	1 
"06031"	"0010.03"	"014"	"Kings CA"	2.106	1 
"06031"	"0011.00"	"014"	"Kings CA"	3.763	1 
"06031"	"0012.00"	"014"	"Kings CA"	152.686	1 
"06031"	"0013.00"	"014"	"Kings CA"	17.597	1 
"06031"	"0014.01"	"014"	"Kings CA"	0.84	1 
"06031"	"0014.02"	"014"	"Kings CA"	0.519	1 
"06031"	"0015.00"	"014"	"Kings CA"	1.142	1 
"06031"	"0016.01"	"014"	"Kings CA"	655.426	1 
"06031"	"0016.02"	"014"	"Kings CA"	1.975	1 
"06031"	"0017.01"	"014"	"Kings CA"	304.521	1 
"06031"	"9818.00"	"014"	"Kings CA"	0.79	1 
"06033"	"0001.00"	"002"	"Lake CA"	460.817	1 
"06033"	"0003.00"	"002"	"Lake CA"	38.199	1 
"06033"	"0004.00"	"002"	"Lake CA"	3.254	1 
"06033"	"0005.01"	"002"	"Lake CA"	146.905	1 
"06033"	"0005.02"	"002"	"Lake CA"	2.378	1 
"06033"	"0006.00"	"002"	"Lake CA"	114.652	1 
"06033"	"0007.01"	"002"	"Lake CA"	10.867	1 
"06033"	"0007.02"	"002"	"Lake CA"	46.861	1 
"06033"	"0008.01"	"002"	"Lake CA"	1.083	1 
"06033"	"0008.02"	"002"	"Lake CA"	1.257	1 
"06033"	"0009.00"	"002"	"Lake CA"	37.282	1 
"06033"	"0010.00"	"002"	"Lake CA"	56.409	1 
"06033"	"0011.00"	"002"	"Lake CA"	71.094	1 
"06033"	"0012.00"	"002"	"Lake CA"	143.571	1 
"06033"	"0013.00"	"002"	"Lake CA"	121.836	1 
"06035"	"0401.00"	"001"	"Lassen CA"	2902.29	1 
"06035"	"0402.00"	"001"	"Lassen CA"	712.332	1 
"06035"	"0403.02"	"001"	"Lassen CA"	88.694	1 
"06035"	"0403.03"	"001"	"Lassen CA"	49.501	1 
"06035"	"0403.04"	"001"	"Lassen CA"	1.376	1 
"06035"	"0403.05"	"001"	"Lassen CA"	65.891	1 
"06035"	"0404.00"	"001"	"Lassen CA"	150.502	1 
"06035"	"0405.00"	"001"	"Lassen CA"	59.757	1 
"06035"	"0406.00"	"001"	"Lassen CA"	510.841	1 
"06037"	"1011.10"	"025"	"Los Angeles CA"	0.441	1 
"06037"	"1011.22"	"025"	"Los Angeles CA"	1.021	1 
"06037"	"1012.10"	"025"	"Los Angeles CA"	0.251	1 
"06037"	"1012.20"	"025"	"Los Angeles CA"	0.27	1 
"06037"	"1013.00"	"025"	"Los Angeles CA"	0.996	1 
"06037"	"1014.00"	"025"	"Los Angeles CA"	2.436	1 
"06037"	"1021.03"	"018"	"Los Angeles CA"	0.018	0.04 
"06037"	"1021.03"	"025"	"Los Angeles CA"	0.44	0.96 
"06037"	"1021.04"	"018"	"Los Angeles CA"	0.018	0.028 
"06037"	"1021.04"	"025"	"Los Angeles CA"	0.623	0.972 
"06037"	"1021.05"	"018"	"Los Angeles CA"	0.19	1 
"06037"	"1021.07"	"025"	"Los Angeles CA"	4.984	1 
"06037"	"1031.01"	"025"	"Los Angeles CA"	0.784	1 
"06037"	"1031.02"	"025"	"Los Angeles CA"	0.479	1 
"06037"	"1032.00"	"018"	"Los Angeles CA"	0.018	0.006 
"06037"	"1032.00"	"025"	"Los Angeles CA"	2.846	0.994 
"06037"	"1033.00"	"025"	"Los Angeles CA"	2.371	1 
"06037"	"1034.00"	"025"	"Los Angeles CA"	0.966	1 
"06037"	"1041.03"	"018"	"Los Angeles CA"	0.366	1 
"06037"	"1041.05"	"018"	"Los Angeles CA"	0.226	1 
"06037"	"1041.08"	"018"	"Los Angeles CA"	0.423	1 
"06037"	"1041.24"	"018"	"Los Angeles CA"	0.599	0.346 
"06037"	"1041.24"	"025"	"Los Angeles CA"	1.131	0.654 
"06037"	"1042.01"	"018"	"Los Angeles CA"	0.421	1 
"06037"	"1042.03"	"018"	"Los Angeles CA"	0.273	1 
"06037"	"1042.04"	"018"	"Los Angeles CA"	0.986	0.959 
"06037"	"1042.04"	"025"	"Los Angeles CA"	0.042	0.041 
"06037"	"1043.10"	"018"	"Los Angeles CA"	0.582	1 
"06037"	"1043.20"	"018"	"Los Angeles CA"	0.468	1 
"06037"	"1044.01"	"018"	"Los Angeles CA"	0.263	1 
"06037"	"1044.03"	"018"	"Los Angeles CA"	0.269	1 
"06037"	"1044.04"	"018"	"Los Angeles CA"	0.208	1 
"06037"	"1045.00"	"018"	"Los Angeles CA"	0.205	1 
"06037"	"1046.10"	"018"	"Los Angeles CA"	0.229	1 
"06037"	"1046.20"	"018"	"Los Angeles CA"	0.205	1 
"06037"	"1047.01"	"018"	"Los Angeles CA"	0.213	1 
"06037"	"1047.03"	"018"	"Los Angeles CA"	0.452	1 
"06037"	"1047.04"	"018"	"Los Angeles CA"	0.642	1 
"06037"	"1048.10"	"018"	"Los Angeles CA"	0.434	1 
"06037"	"1048.21"	"018"	"Los Angeles CA"	0.205	1 
"06037"	"1048.22"	"018"	"Los Angeles CA"	0.235	1 
"06037"	"1060.10"	"018"	"Los Angeles CA"	0.973	1 
"06037"	"1060.20"	"018"	"Los Angeles CA"	0.776	1 
"06037"	"1061.11"	"018"	"Los Angeles CA"	1.076	0.73 
"06037"	"1061.11"	"025"	"Los Angeles CA"	0.397	0.27 
"06037"	"1061.12"	"018"	"Los Angeles CA"	1.246	1 
"06037"	"1061.13"	"018"	"Los Angeles CA"	0.555	1 
"06037"	"1061.14"	"018"	"Los Angeles CA"	0.39	1 
"06037"	"1064.03"	"018"	"Los Angeles CA"	0.427	1 
"06037"	"1064.05"	"018"	"Los Angeles CA"	0.452	1 
"06037"	"1064.06"	"018"	"Los Angeles CA"	0.805	1 
"06037"	"1064.07"	"018"	"Los Angeles CA"	0.09	1 
"06037"	"1064.08"	"018"	"Los Angeles CA"	0.088	1 
"06037"	"1065.10"	"018"	"Los Angeles CA"	2.21	1 
"06037"	"1065.20"	"018"	"Los Angeles CA"	0.852	1 
"06037"	"1066.03"	"018"	"Los Angeles CA"	3.981	0.674 
"06037"	"1066.03"	"027"	"Los Angeles CA"	1.924	0.326 
"06037"	"1066.04"	"018"	"Los Angeles CA"	1.005	1 
"06037"	"1066.41"	"018"	"Los Angeles CA"	0.438	1 
"06037"	"1066.42"	"018"	"Los Angeles CA"	0.609	1 
"06037"	"1066.43"	"018"	"Los Angeles CA"	1.673	1 
"06037"	"1066.45"	"018"	"Los Angeles CA"	0.976	1 
"06037"	"1066.46"	"018"	"Los Angeles CA"	0.57	1 
"06037"	"1066.48"	"018"	"Los Angeles CA"	0.306	1 
"06037"	"1066.49"	"018"	"Los Angeles CA"	0.428	1 
"06037"	"1070.10"	"018"	"Los Angeles CA"	0.264	1 
"06037"	"1070.20"	"018"	"Los Angeles CA"	0.384	1 
"06037"	"1081.01"	"027"	"Los Angeles CA"	0.436	1 
"06037"	"1081.02"	"027"	"Los Angeles CA"	0.843	1 
"06037"	"1081.03"	"018"	"Los Angeles CA"	0	0 
"06037"	"1081.03"	"027"	"Los Angeles CA"	0.99	1 
"06037"	"1081.04"	"027"	"Los Angeles CA"	0.319	1 
"06037"	"1082.01"	"027"	"Los Angeles CA"	1.083	1 
"06037"	"1082.02"	"027"	"Los Angeles CA"	2.315	1 
"06037"	"1091.00"	"018"	"Los Angeles CA"	1.045	1 
"06037"	"1092.00"	"018"	"Los Angeles CA"	0.461	1 
"06037"	"1093.00"	"018"	"Los Angeles CA"	0.476	1 
"06037"	"1094.00"	"018"	"Los Angeles CA"	0.499	1 
"06037"	"1095.00"	"018"	"Los Angeles CA"	0.461	1 
"06037"	"1096.01"	"018"	"Los Angeles CA"	0.855	1 
"06037"	"1096.03"	"018"	"Los Angeles CA"	0.386	1 
"06037"	"1096.04"	"018"	"Los Angeles CA"	0.454	1 
"06037"	"1097.00"	"018"	"Los Angeles CA"	0.613	1 
"06037"	"1098.00"	"018"	"Los Angeles CA"	0.54	1 
"06037"	"1111.00"	"018"	"Los Angeles CA"	0.409	1 
"06037"	"1112.01"	"018"	"Los Angeles CA"	0.739	1 
"06037"	"1112.02"	"018"	"Los Angeles CA"	0.699	0.97 
"06037"	"1112.02"	"027"	"Los Angeles CA"	0.021	0.03 
"06037"	"1112.04"	"027"	"Los Angeles CA"	1.272	1 
"06037"	"1112.05"	"018"	"Los Angeles CA"	0.244	0.554 
"06037"	"1112.05"	"027"	"Los Angeles CA"	0.197	0.446 
"06037"	"1112.06"	"027"	"Los Angeles CA"	1.008	1 
"06037"	"1113.01"	"018"	"Los Angeles CA"	0.773	1 
"06037"	"1113.02"	"018"	"Los Angeles CA"	0.6	1 
"06037"	"1114.00"	"018"	"Los Angeles CA"	0.7	1 
"06037"	"1131.01"	"027"	"Los Angeles CA"	0.873	1 
"06037"	"1131.02"	"027"	"Los Angeles CA"	1.412	1 
"06037"	"1132.11"	"027"	"Los Angeles CA"	2.811	1 
"06037"	"1132.12"	"027"	"Los Angeles CA"	0.386	1 
"06037"	"1132.13"	"027"	"Los Angeles CA"	0.502	1 
"06037"	"1132.31"	"027"	"Los Angeles CA"	1.592	1 
"06037"	"1132.32"	"027"	"Los Angeles CA"	0.798	1 
"06037"	"1132.33"	"027"	"Los Angeles CA"	0.442	1 
"06037"	"1132.34"	"027"	"Los Angeles CA"	0.391	1 
"06037"	"1132.35"	"027"	"Los Angeles CA"	0.554	1 
"06037"	"1132.37"	"027"	"Los Angeles CA"	1.829	1 
"06037"	"1133.01"	"027"	"Los Angeles CA"	0.876	1 
"06037"	"1133.03"	"027"	"Los Angeles CA"	1.573	1 
"06037"	"1133.21"	"027"	"Los Angeles CA"	0.405	1 
"06037"	"1133.22"	"027"	"Los Angeles CA"	0.69	1 
"06037"	"1134.01"	"027"	"Los Angeles CA"	0.947	1 
"06037"	"1134.21"	"027"	"Los Angeles CA"	0.848	1 
"06037"	"1134.22"	"027"	"Los Angeles CA"	0.588	1 
"06037"	"1151.01"	"018"	"Los Angeles CA"	1.499	1 
"06037"	"1151.03"	"018"	"Los Angeles CA"	0.588	1 
"06037"	"1151.04"	"018"	"Los Angeles CA"	0.394	1 
"06037"	"1152.01"	"018"	"Los Angeles CA"	0.232	0.441 
"06037"	"1152.01"	"027"	"Los Angeles CA"	0.294	0.559 
"06037"	"1152.02"	"018"	"Los Angeles CA"	0.267	0.397 
"06037"	"1152.02"	"027"	"Los Angeles CA"	0.404	0.603 
"06037"	"1153.01"	"027"	"Los Angeles CA"	0.626	1 
"06037"	"1153.02"	"027"	"Los Angeles CA"	0.322	1 
"06037"	"1154.01"	"018"	"Los Angeles CA"	0.736	1 
"06037"	"1154.03"	"018"	"Los Angeles CA"	0.272	1 
"06037"	"1154.04"	"027"	"Los Angeles CA"	0.365	1 
"06037"	"1171.01"	"018"	"Los Angeles CA"	0.298	1 
"06037"	"1171.02"	"018"	"Los Angeles CA"	0.399	1 
"06037"	"1172.01"	"018"	"Los Angeles CA"	0.305	1 
"06037"	"1172.02"	"018"	"Los Angeles CA"	0.701	1 
"06037"	"1173.01"	"018"	"Los Angeles CA"	0.514	1 
"06037"	"1173.02"	"018"	"Los Angeles CA"	0.792	1 
"06037"	"1173.03"	"018"	"Los Angeles CA"	0.695	1 
"06037"	"1174.04"	"018"	"Los Angeles CA"	0.682	1 
"06037"	"1174.05"	"018"	"Los Angeles CA"	0.078	1 
"06037"	"1174.07"	"018"	"Los Angeles CA"	0.077	1 
"06037"	"1174.08"	"018"	"Los Angeles CA"	0.145	1 
"06037"	"1175.10"	"018"	"Los Angeles CA"	0.128	1 
"06037"	"1175.20"	"018"	"Los Angeles CA"	0.124	1 
"06037"	"1175.30"	"018"	"Los Angeles CA"	0.21	1 
"06037"	"1190.01"	"018"	"Los Angeles CA"	0.39	1 
"06037"	"1190.02"	"018"	"Los Angeles CA"	0.648	1 
"06037"	"1192.01"	"018"	"Los Angeles CA"	0.366	1 
"06037"	"1192.02"	"018"	"Los Angeles CA"	0.37	1 
"06037"	"1193.10"	"018"	"Los Angeles CA"	0.164	1 
"06037"	"1193.20"	"018"	"Los Angeles CA"	0.188	1 
"06037"	"1193.40"	"018"	"Los Angeles CA"	0.047	1 
"06037"	"1193.41"	"018"	"Los Angeles CA"	0.126	1 
"06037"	"1193.42"	"018"	"Los Angeles CA"	0.085	1 
"06037"	"1194.00"	"018"	"Los Angeles CA"	0.431	1 
"06037"	"1197.00"	"018"	"Los Angeles CA"	0.498	1 
"06037"	"1198.00"	"018"	"Los Angeles CA"	0.477	1 
"06037"	"1199.00"	"018"	"Los Angeles CA"	0.406	1 
"06037"	"1200.10"	"018"	"Los Angeles CA"	0.214	1 
"06037"	"1200.20"	"018"	"Los Angeles CA"	0.208	1 
"06037"	"1200.30"	"018"	"Los Angeles CA"	0.138	1 
"06037"	"1201.03"	"018"	"Los Angeles CA"	0.053	1 
"06037"	"1201.04"	"018"	"Los Angeles CA"	0.175	1 
"06037"	"1201.05"	"018"	"Los Angeles CA"	0.213	1 
"06037"	"1201.06"	"018"	"Los Angeles CA"	0.079	1 
"06037"	"1201.07"	"018"	"Los Angeles CA"	0.078	1 
"06037"	"1201.08"	"018"	"Los Angeles CA"	0.145	1 
"06037"	"1203.00"	"018"	"Los Angeles CA"	0.664	1 
"06037"	"1204.00"	"018"	"Los Angeles CA"	0.412	1 
"06037"	"1210.10"	"018"	"Los Angeles CA"	0.741	1 
"06037"	"1210.20"	"018"	"Los Angeles CA"	0.318	1 
"06037"	"1211.01"	"018"	"Los Angeles CA"	0.182	1 
"06037"	"1211.02"	"018"	"Los Angeles CA"	1.744	0.606 
"06037"	"1211.02"	"025"	"Los Angeles CA"	1.136	0.394 
"06037"	"1212.10"	"018"	"Los Angeles CA"	0.774	1 
"06037"	"1212.21"	"018"	"Los Angeles CA"	0.194	1 
"06037"	"1212.22"	"018"	"Los Angeles CA"	0.517	1 
"06037"	"1216.00"	"018"	"Los Angeles CA"	0.44	1 
"06037"	"1218.01"	"018"	"Los Angeles CA"	0.188	1 
"06037"	"1218.02"	"018"	"Los Angeles CA"	0.367	1 
"06037"	"1219.00"	"018"	"Los Angeles CA"	0.651	1 
"06037"	"1220.00"	"018"	"Los Angeles CA"	1.115	1 
"06037"	"1221.20"	"018"	"Los Angeles CA"	0.278	1 
"06037"	"1221.21"	"018"	"Los Angeles CA"	0.159	1 
"06037"	"1221.22"	"018"	"Los Angeles CA"	0.393	1 
"06037"	"1222.00"	"018"	"Los Angeles CA"	0.442	0.672 
"06037"	"1222.00"	"025"	"Los Angeles CA"	0.216	0.328 
"06037"	"1224.10"	"018"	"Los Angeles CA"	0.273	1 
"06037"	"1224.20"	"018"	"Los Angeles CA"	0.333	1 
"06037"	"1230.10"	"018"	"Los Angeles CA"	0.392	1 
"06037"	"1230.20"	"018"	"Los Angeles CA"	0.218	1 
"06037"	"1231.03"	"018"	"Los Angeles CA"	0.348	1 
"06037"	"1231.04"	"018"	"Los Angeles CA"	0.302	1 
"06037"	"1232.03"	"018"	"Los Angeles CA"	0.225	1 
"06037"	"1232.04"	"018"	"Los Angeles CA"	0.125	1 
"06037"	"1232.05"	"018"	"Los Angeles CA"	0.293	1 
"06037"	"1232.06"	"018"	"Los Angeles CA"	0.233	1 
"06037"	"1233.01"	"018"	"Los Angeles CA"	0.503	1 
"06037"	"1233.03"	"018"	"Los Angeles CA"	0.245	1 
"06037"	"1233.04"	"018"	"Los Angeles CA"	0.339	1 
"06037"	"1234.10"	"018"	"Los Angeles CA"	0.189	1 
"06037"	"1234.20"	"018"	"Los Angeles CA"	0.301	1 
"06037"	"1235.10"	"018"	"Los Angeles CA"	0.304	1 
"06037"	"1235.20"	"018"	"Los Angeles CA"	0.194	1 
"06037"	"1236.01"	"018"	"Los Angeles CA"	0.581	1 
"06037"	"1236.02"	"018"	"Los Angeles CA"	0.358	1 
"06037"	"1237.00"	"018"	"Los Angeles CA"	0.368	1 
"06037"	"1238.00"	"018"	"Los Angeles CA"	0.498	1 
"06037"	"1239.01"	"018"	"Los Angeles CA"	0.499	1 
"06037"	"1239.02"	"018"	"Los Angeles CA"	0.257	1 
"06037"	"1240.00"	"018"	"Los Angeles CA"	0.515	1 
"06037"	"1241.02"	"018"	"Los Angeles CA"	0.251	1 
"06037"	"1241.03"	"018"	"Los Angeles CA"	0.125	1 
"06037"	"1241.04"	"018"	"Los Angeles CA"	0.125	1 
"06037"	"1241.05"	"018"	"Los Angeles CA"	0.125	1 
"06037"	"1242.01"	"018"	"Los Angeles CA"	0.376	1 
"06037"	"1242.03"	"018"	"Los Angeles CA"	0.125	1 
"06037"	"1242.04"	"018"	"Los Angeles CA"	0.125	1 
"06037"	"1243.00"	"018"	"Los Angeles CA"	0.344	1 
"06037"	"1244.00"	"018"	"Los Angeles CA"	0.371	1 
"06037"	"1245.00"	"018"	"Los Angeles CA"	0.312	1 
"06037"	"1246.00"	"018"	"Los Angeles CA"	0.432	1 
"06037"	"1247.00"	"018"	"Los Angeles CA"	0.52	1 
"06037"	"1249.02"	"018"	"Los Angeles CA"	0.131	1 
"06037"	"1249.03"	"018"	"Los Angeles CA"	0.12	1 
"06037"	"1251.00"	"018"	"Los Angeles CA"	0.501	1 
"06037"	"1252.00"	"018"	"Los Angeles CA"	0.503	1 
"06037"	"1253.10"	"018"	"Los Angeles CA"	0.407	1 
"06037"	"1253.20"	"018"	"Los Angeles CA"	0.244	1 
"06037"	"1254.01"	"018"	"Los Angeles CA"	0.154	1 
"06037"	"1254.02"	"018"	"Los Angeles CA"	0.269	1 
"06037"	"1255.01"	"018"	"Los Angeles CA"	0.179	1 
"06037"	"1255.02"	"018"	"Los Angeles CA"	0.202	1 
"06037"	"1256.00"	"018"	"Los Angeles CA"	0.395	1 
"06037"	"1271.02"	"018"	"Los Angeles CA"	0.332	1 
"06037"	"1271.03"	"018"	"Los Angeles CA"	0.108	1 
"06037"	"1271.04"	"018"	"Los Angeles CA"	0.273	1 
"06037"	"1272.10"	"018"	"Los Angeles CA"	0.595	1 
"06037"	"1272.20"	"018"	"Los Angeles CA"	0.252	1 
"06037"	"1273.00"	"018"	"Los Angeles CA"	0.408	1 
"06037"	"1274.00"	"018"	"Los Angeles CA"	0.834	1 
"06037"	"1275.20"	"018"	"Los Angeles CA"	0.14	1 
"06037"	"1276.03"	"018"	"Los Angeles CA"	0.167	1 
"06037"	"1276.04"	"018"	"Los Angeles CA"	0.168	1 
"06037"	"1276.05"	"018"	"Los Angeles CA"	0.249	1 
"06037"	"1276.06"	"018"	"Los Angeles CA"	0.211	1 
"06037"	"1277.11"	"018"	"Los Angeles CA"	0.365	1 
"06037"	"1277.12"	"018"	"Los Angeles CA"	0.219	1 
"06037"	"1278.03"	"018"	"Los Angeles CA"	0.247	1 
"06037"	"1278.04"	"018"	"Los Angeles CA"	0.246	1 
"06037"	"1278.05"	"018"	"Los Angeles CA"	0.237	1 
"06037"	"1278.06"	"018"	"Los Angeles CA"	0.264	1 
"06037"	"1279.10"	"018"	"Los Angeles CA"	0.251	1 
"06037"	"1279.20"	"018"	"Los Angeles CA"	0.25	1 
"06037"	"1281.01"	"018"	"Los Angeles CA"	0.251	1 
"06037"	"1281.02"	"018"	"Los Angeles CA"	0.251	1 
"06037"	"1282.10"	"018"	"Los Angeles CA"	0.212	1 
"06037"	"1282.20"	"018"	"Los Angeles CA"	0.215	1 
"06037"	"1283.02"	"018"	"Los Angeles CA"	0.266	1 
"06037"	"1283.03"	"018"	"Los Angeles CA"	0.16	1 
"06037"	"1284.00"	"018"	"Los Angeles CA"	0.632	0.948 
"06037"	"1284.00"	"027"	"Los Angeles CA"	0.035	0.052 
"06037"	"1285.00"	"018"	"Los Angeles CA"	0.376	1 
"06037"	"1286.01"	"018"	"Los Angeles CA"	0.263	1 
"06037"	"1286.02"	"018"	"Los Angeles CA"	0.438	1 
"06037"	"1287.02"	"018"	"Los Angeles CA"	0.634	1 
"06037"	"1288.01"	"018"	"Los Angeles CA"	0.19	1 
"06037"	"1288.02"	"018"	"Los Angeles CA"	0.375	1 
"06037"	"1289.10"	"018"	"Los Angeles CA"	0.501	1 
"06037"	"1310.10"	"027"	"Los Angeles CA"	0.408	1 
"06037"	"1310.20"	"027"	"Los Angeles CA"	0.552	1 
"06037"	"1311.00"	"018"	"Los Angeles CA"	0.004	0.01 
"06037"	"1311.00"	"027"	"Los Angeles CA"	0.421	0.99 
"06037"	"1312.00"	"018"	"Los Angeles CA"	0.005	0.011 
"06037"	"1312.00"	"027"	"Los Angeles CA"	0.431	0.989 
"06037"	"1313.00"	"027"	"Los Angeles CA"	0.432	1 
"06037"	"1314.00"	"027"	"Los Angeles CA"	0.427	1 
"06037"	"1316.00"	"027"	"Los Angeles CA"	0.843	1 
"06037"	"1317.01"	"027"	"Los Angeles CA"	0.255	1 
"06037"	"1317.02"	"027"	"Los Angeles CA"	0.277	1 
"06037"	"1318.00"	"027"	"Los Angeles CA"	0.508	1 
"06037"	"1319.00"	"027"	"Los Angeles CA"	0.509	1 
"06037"	"1320.01"	"027"	"Los Angeles CA"	0.374	1 
"06037"	"1320.02"	"027"	"Los Angeles CA"	0.618	1 
"06037"	"1321.01"	"027"	"Los Angeles CA"	0.313	1 
"06037"	"1321.02"	"018"	"Los Angeles CA"	0.092	0.174 
"06037"	"1321.02"	"027"	"Los Angeles CA"	0.437	0.826 
"06037"	"1323.00"	"027"	"Los Angeles CA"	0.494	1 
"06037"	"1325.01"	"027"	"Los Angeles CA"	0.27	1 
"06037"	"1325.02"	"027"	"Los Angeles CA"	0.237	1 
"06037"	"1327.00"	"027"	"Los Angeles CA"	0.506	1 
"06037"	"1329.00"	"027"	"Los Angeles CA"	0.457	1 
"06037"	"1330.00"	"027"	"Los Angeles CA"	0.385	1 
"06037"	"1331.00"	"027"	"Los Angeles CA"	0.584	1 
"06037"	"1340.01"	"027"	"Los Angeles CA"	0.224	1 
"06037"	"1340.02"	"027"	"Los Angeles CA"	0.286	1 
"06037"	"1341.01"	"027"	"Los Angeles CA"	0.411	1 
"06037"	"1341.03"	"027"	"Los Angeles CA"	0.402	1 
"06037"	"1341.04"	"027"	"Los Angeles CA"	0.25	1 
"06037"	"1342.01"	"027"	"Los Angeles CA"	0.563	1 
"06037"	"1343.02"	"027"	"Los Angeles CA"	0.502	1 
"06037"	"1343.03"	"027"	"Los Angeles CA"	0.601	1 
"06037"	"1343.04"	"027"	"Los Angeles CA"	0.394	1 
"06037"	"1343.05"	"027"	"Los Angeles CA"	0.138	1 
"06037"	"1343.06"	"027"	"Los Angeles CA"	0.239	1 
"06037"	"1344.21"	"027"	"Los Angeles CA"	0.824	1 
"06037"	"1344.22"	"027"	"Los Angeles CA"	0.902	1 
"06037"	"1344.23"	"027"	"Los Angeles CA"	0.603	1 
"06037"	"1344.24"	"027"	"Los Angeles CA"	1.433	1 
"06037"	"1345.20"	"027"	"Los Angeles CA"	0.367	1 
"06037"	"1345.21"	"027"	"Los Angeles CA"	0.136	1 
"06037"	"1345.22"	"027"	"Los Angeles CA"	0.238	1 
"06037"	"1347.10"	"027"	"Los Angeles CA"	0.219	1 
"06037"	"1347.20"	"027"	"Los Angeles CA"	0.382	1 
"06037"	"1348.00"	"027"	"Los Angeles CA"	0.718	1 
"06037"	"1349.01"	"027"	"Los Angeles CA"	0.407	1 
"06037"	"1349.03"	"027"	"Los Angeles CA"	0.218	1 
"06037"	"1349.04"	"027"	"Los Angeles CA"	0.398	1 
"06037"	"1349.05"	"027"	"Los Angeles CA"	0.999	1 
"06037"	"1351.02"	"027"	"Los Angeles CA"	0.643	1 
"06037"	"1351.11"	"027"	"Los Angeles CA"	0.398	1 
"06037"	"1351.13"	"027"	"Los Angeles CA"	0.248	1 
"06037"	"1351.14"	"027"	"Los Angeles CA"	0.488	1 
