"county"	"tract"	"state"	"placefp"	"stab"	"cntyname"	"placenm"	"pop10"	"afact"
"county"	"2010 Tract"	"FIPS state"	"placefp"	"State Postal Code"	"cntyname"	"Place Name"	"Total Pop, 2010 census"	"tract to placefp alloc factor"
"06039"	"0001.08"	"06"	"99999"	"CA"	"Madera CA"	" "	5111	0.723 
"06039"	"0001.09"	"06"	"00478"	"CA"	"Madera CA"	"Ahwahnee CDP, CA"	240	0.1 
"06039"	"0001.09"	"06"	"51470"	"CA"	"Madera CA"	"Nipinnawasee CDP, CA"	87	0.036 
"06039"	"0001.09"	"06"	"99999"	"CA"	"Madera CA"	" "	2065	0.863 
"06039"	"0002.01"	"06"	"13294"	"CA"	"Madera CA"	"Chowchilla city, CA"	7316	0.808 
"06039"	"0002.01"	"06"	"23210"	"CA"	"Madera CA"	"Fairmead CDP, CA"	1223	0.135 
"06039"	"0002.01"	"06"	"99999"	"CA"	"Madera CA"	" "	510	0.056 
"06039"	"0002.02"	"06"	"13294"	"CA"	"Madera CA"	"Chowchilla city, CA"	3247	0.532 
"06039"	"0002.02"	"06"	"23210"	"CA"	"Madera CA"	"Fairmead CDP, CA"	224	0.037 
"06039"	"0002.02"	"06"	"99999"	"CA"	"Madera CA"	" "	2638	0.432 
"06039"	"0003.00"	"06"	"13294"	"CA"	"Madera CA"	"Chowchilla city, CA"	8157	0.993 
"06039"	"0003.00"	"06"	"99999"	"CA"	"Madera CA"	" "	56	0.007 
"06039"	"0004.00"	"06"	"99999"	"CA"	"Madera CA"	" "	1288	1 
"06039"	"0005.02"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	8184	0.781 
"06039"	"0005.02"	"06"	"55842"	"CA"	"Madera CA"	"Parkwood CDP, CA"	2268	0.217 
"06039"	"0005.02"	"06"	"99999"	"CA"	"Madera CA"	" "	21	0.002 
"06039"	"0005.03"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	6948	0.814 
"06039"	"0005.03"	"06"	"99999"	"CA"	"Madera CA"	" "	1591	0.186 
"06039"	"0005.06"	"06"	"45050"	"CA"	"Madera CA"	"Madera Acres CDP, CA"	6141	0.954 
"06039"	"0005.06"	"06"	"99999"	"CA"	"Madera CA"	" "	297	0.046 
"06039"	"0005.07"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	2895	0.275 
"06039"	"0005.07"	"06"	"45050"	"CA"	"Madera CA"	"Madera Acres CDP, CA"	3022	0.287 
"06039"	"0005.07"	"06"	"99999"	"CA"	"Madera CA"	" "	4629	0.439 
"06039"	"0005.08"	"06"	"07379"	"CA"	"Madera CA"	"Bonadelle Ranchos-Madera Ranchos CDP, CA"	2232	0.325 
"06039"	"0005.08"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	151	0.022 
"06039"	"0005.08"	"06"	"55751"	"CA"	"Madera CA"	"Parksdale CDP, CA"	2621	0.381 
"06039"	"0005.08"	"06"	"99999"	"CA"	"Madera CA"	" "	1874	0.272 
"06039"	"0005.09"	"06"	"07379"	"CA"	"Madera CA"	"Bonadelle Ranchos-Madera Ranchos CDP, CA"	5513	0.929 
"06039"	"0005.09"	"06"	"99999"	"CA"	"Madera CA"	" "	422	0.071 
"06039"	"0006.02"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	5161	1 
"06039"	"0006.03"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	5352	0.958 
"06039"	"0006.03"	"06"	"99999"	"CA"	"Madera CA"	" "	233	0.042 
"06039"	"0006.04"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	5328	0.975 
"06039"	"0006.04"	"06"	"99999"	"CA"	"Madera CA"	" "	139	0.025 
"06039"	"0007.00"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	10758	0.998 
"06039"	"0007.00"	"06"	"99999"	"CA"	"Madera CA"	" "	18	0.002 
"06039"	"0008.00"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	7027	1 
"06039"	"0009.00"	"06"	"45022"	"CA"	"Madera CA"	"Madera city, CA"	9612	1 
"06039"	"0010.00"	"06"	"07379"	"CA"	"Madera CA"	"Bonadelle Ranchos-Madera Ranchos CDP, CA"	824	0.155 
"06039"	"0010.00"	"06"	"40872"	"CA"	"Madera CA"	"La Vina CDP, CA"	279	0.052 
"06039"	"0010.00"	"06"	"62625"	"CA"	"Madera CA"	"Rolling Hills CDP, CA"	742	0.139 
"06039"	"0010.00"	"06"	"99999"	"CA"	"Madera CA"	" "	3474	0.653 
"06041"	"1011.00"	"06"	"06982"	"CA"	"Marin CA"	"Black Point-Green Point CDP, CA"	1240	0.483 
"06041"	"1011.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	1049	0.408 
"06041"	"1011.00"	"06"	"99999"	"CA"	"Marin CA"	" "	280	0.109 
"06041"	"1012.00"	"06"	"06982"	"CA"	"Marin CA"	"Black Point-Green Point CDP, CA"	66	0.025 
"06041"	"1012.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	2262	0.843 
"06041"	"1012.00"	"06"	"99999"	"CA"	"Marin CA"	" "	354	0.132 
"06041"	"1021.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	2295	1 
"06041"	"1022.02"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	5885	1 
"06041"	"1022.03"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	4753	1 
"06041"	"1031.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	5494	0.766 
"06041"	"1031.00"	"06"	"99999"	"CA"	"Marin CA"	" "	1674	0.234 
"06041"	"1032.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	6127	0.942 
"06041"	"1032.00"	"06"	"99999"	"CA"	"Marin CA"	" "	377	0.058 
"06041"	"1041.01"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	7806	0.998 
"06041"	"1041.01"	"06"	"99999"	"CA"	"Marin CA"	" "	13	0.002 
"06041"	"1041.02"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	5135	1 
"06041"	"1042.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	4506	0.787 
"06041"	"1042.00"	"06"	"99999"	"CA"	"Marin CA"	" "	1216	0.213 
"06041"	"1043.00"	"06"	"99999"	"CA"	"Marin CA"	" "	1530	1 
"06041"	"1050.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	6590	1 
"06041"	"1060.01"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	3964	0.979 
"06041"	"1060.01"	"06"	"99999"	"CA"	"Marin CA"	" "	84	0.021 
"06041"	"1060.02"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	1333	0.237 
"06041"	"1060.02"	"06"	"70154"	"CA"	"Marin CA"	"Santa Venetia CDP, CA"	4292	0.763 
"06041"	"1070.00"	"06"	"44399"	"CA"	"Marin CA"	"Lucas Valley-Marinwood CDP, CA"	6094	0.992 
"06041"	"1070.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	1	0 
"06041"	"1070.00"	"06"	"99999"	"CA"	"Marin CA"	" "	47	0.008 
"06041"	"1081.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	6404	1 
"06041"	"1081.00"	"06"	"72184"	"CA"	"Marin CA"	"Sleepy Hollow CDP, CA"	2	0 
"06041"	"1082.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	6403	0.937 
"06041"	"1082.00"	"06"	"99999"	"CA"	"Marin CA"	" "	433	0.063 
"06041"	"1090.01"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	3853	1 
"06041"	"1090.02"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	3840	0.971 
"06041"	"1090.02"	"06"	"99999"	"CA"	"Marin CA"	" "	116	0.029 
"06041"	"1101.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	5194	0.888 
"06041"	"1101.00"	"06"	"99999"	"CA"	"Marin CA"	" "	655	0.112 
"06041"	"1102.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	4930	0.925 
"06041"	"1102.00"	"06"	"99999"	"CA"	"Marin CA"	" "	397	0.075 
"06041"	"1110.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	5852	1 
"06041"	"1121.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	3906	0.905 
"06041"	"1121.00"	"06"	"99999"	"CA"	"Marin CA"	" "	409	0.095 
"06041"	"1122.01"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	7809	1 
"06041"	"1122.02"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	4217	1 
"06041"	"1130.00"	"06"	"39283"	"CA"	"Marin CA"	"Lagunitas-Forest Knolls CDP, CA"	1819	0.498 
"06041"	"1130.00"	"06"	"67070"	"CA"	"Marin CA"	"San Geronimo CDP, CA"	446	0.122 
"06041"	"1130.00"	"06"	"86216"	"CA"	"Marin CA"	"Woodacre CDP, CA"	1348	0.369 
"06041"	"1130.00"	"06"	"99999"	"CA"	"Marin CA"	" "	43	0.012 
"06041"	"1141.00"	"06"	"23168"	"CA"	"Marin CA"	"Fairfax town, CA"	5104	0.994 
"06041"	"1141.00"	"06"	"99999"	"CA"	"Marin CA"	" "	29	0.006 
"06041"	"1142.00"	"06"	"23168"	"CA"	"Marin CA"	"Fairfax town, CA"	2337	0.757 
"06041"	"1142.00"	"06"	"99999"	"CA"	"Marin CA"	" "	750	0.243 
"06041"	"1150.00"	"06"	"64434"	"CA"	"Marin CA"	"San Anselmo town, CA"	4754	0.656 
"06041"	"1150.00"	"06"	"72184"	"CA"	"Marin CA"	"Sleepy Hollow CDP, CA"	2382	0.329 
"06041"	"1150.00"	"06"	"99999"	"CA"	"Marin CA"	" "	113	0.016 
"06041"	"1160.00"	"06"	"64434"	"CA"	"Marin CA"	"San Anselmo town, CA"	3070	1 
"06041"	"1170.00"	"06"	"62980"	"CA"	"Marin CA"	"Ross town, CA"	15	0.003 
"06041"	"1170.00"	"06"	"64434"	"CA"	"Marin CA"	"San Anselmo town, CA"	4512	0.997 
"06041"	"1181.00"	"06"	"38114"	"CA"	"Marin CA"	"Kentfield CDP, CA"	7	0.003 
"06041"	"1181.00"	"06"	"62980"	"CA"	"Marin CA"	"Ross town, CA"	2400	0.997 
"06041"	"1191.00"	"06"	"38114"	"CA"	"Marin CA"	"Kentfield CDP, CA"	4609	1 
"06041"	"1192.01"	"06"	"38114"	"CA"	"Marin CA"	"Kentfield CDP, CA"	54	0.016 
"06041"	"1192.01"	"06"	"40438"	"CA"	"Marin CA"	"Larkspur city, CA"	3234	0.984 
"06041"	"1192.02"	"06"	"38114"	"CA"	"Marin CA"	"Kentfield CDP, CA"	1815	0.54 
"06041"	"1192.02"	"06"	"40438"	"CA"	"Marin CA"	"Larkspur city, CA"	1546	0.46 
"06041"	"1200.00"	"06"	"16462"	"CA"	"Marin CA"	"Corte Madera town, CA"	52	0.009 
"06041"	"1200.00"	"06"	"40438"	"CA"	"Marin CA"	"Larkspur city, CA"	5917	0.982 
"06041"	"1200.00"	"06"	"99999"	"CA"	"Marin CA"	" "	58	0.01 
"06041"	"1211.00"	"06"	"16462"	"CA"	"Marin CA"	"Corte Madera town, CA"	5175	1 
"06041"	"1212.00"	"06"	"16462"	"CA"	"Marin CA"	"Corte Madera town, CA"	4026	0.719 
"06041"	"1212.00"	"06"	"40438"	"CA"	"Marin CA"	"Larkspur city, CA"	1229	0.219 
"06041"	"1212.00"	"06"	"68364"	"CA"	"Marin CA"	"San Rafael city, CA"	7	0.001 
"06041"	"1212.00"	"06"	"99999"	"CA"	"Marin CA"	" "	339	0.061 
"06041"	"1220.00"	"06"	"99999"	"CA"	"Marin CA"	" "	4854	1 
"06041"	"1230.00"	"06"	"05164"	"CA"	"Marin CA"	"Belvedere city, CA"	2061	0.994 
"06041"	"1230.00"	"06"	"78666"	"CA"	"Marin CA"	"Tiburon town, CA"	13	0.006 
"06041"	"1241.00"	"06"	"75315"	"CA"	"Marin CA"	"Strawberry CDP, CA"	1131	0.208 
"06041"	"1241.00"	"06"	"78666"	"CA"	"Marin CA"	"Tiburon town, CA"	3636	0.668 
"06041"	"1241.00"	"06"	"99999"	"CA"	"Marin CA"	" "	674	0.124 
"06041"	"1242.00"	"06"	"05164"	"CA"	"Marin CA"	"Belvedere city, CA"	7	0.001 
"06041"	"1242.00"	"06"	"78666"	"CA"	"Marin CA"	"Tiburon town, CA"	5313	0.944 
"06041"	"1242.00"	"06"	"99999"	"CA"	"Marin CA"	" "	306	0.054 
"06041"	"1250.00"	"06"	"75315"	"CA"	"Marin CA"	"Strawberry CDP, CA"	4262	1 
"06041"	"1261.00"	"06"	"47710"	"CA"	"Marin CA"	"Mill Valley city, CA"	5779	0.995 
"06041"	"1261.00"	"06"	"77805"	"CA"	"Marin CA"	"Tamalpais-Homestead Valley CDP, CA"	29	0.005 
"06041"	"1262.00"	"06"	"01416"	"CA"	"Marin CA"	"Alto CDP, CA"	711	0.167 
"06041"	"1262.00"	"06"	"47710"	"CA"	"Marin CA"	"Mill Valley city, CA"	3535	0.832 
"06041"	"1262.00"	"06"	"77805"	"CA"	"Marin CA"	"Tamalpais-Homestead Valley CDP, CA"	3	0.001 
"06041"	"1270.00"	"06"	"47710"	"CA"	"Marin CA"	"Mill Valley city, CA"	4579	1 
"06041"	"1281.00"	"06"	"45820"	"CA"	"Marin CA"	"Marin City CDP, CA"	307	0.047 
"06041"	"1281.00"	"06"	"77805"	"CA"	"Marin CA"	"Tamalpais-Homestead Valley CDP, CA"	6042	0.929 
"06041"	"1281.00"	"06"	"99999"	"CA"	"Marin CA"	" "	156	0.024 
"06041"	"1282.00"	"06"	"47710"	"CA"	"Marin CA"	"Mill Valley city, CA"	10	0.002 
"06041"	"1282.00"	"06"	"77805"	"CA"	"Marin CA"	"Tamalpais-Homestead Valley CDP, CA"	4572	0.998 
"06041"	"1290.00"	"06"	"45820"	"CA"	"Marin CA"	"Marin City CDP, CA"	2359	1 
"06041"	"1302.01"	"06"	"70364"	"CA"	"Marin CA"	"Sausalito city, CA"	3191	1 
"06041"	"1302.02"	"06"	"70364"	"CA"	"Marin CA"	"Sausalito city, CA"	3870	0.869 
"06041"	"1302.02"	"06"	"99999"	"CA"	"Marin CA"	" "	583	0.131 
"06041"	"1311.00"	"06"	"49950"	"CA"	"Marin CA"	"Muir Beach CDP, CA"	310	0.299 
"06041"	"1311.00"	"06"	"77805"	"CA"	"Marin CA"	"Tamalpais-Homestead Valley CDP, CA"	89	0.086 
"06041"	"1311.00"	"06"	"99999"	"CA"	"Marin CA"	" "	639	0.616 
"06041"	"1321.00"	"06"	"07316"	"CA"	"Marin CA"	"Bolinas CDP, CA"	1620	0.701 
"06041"	"1321.00"	"06"	"74172"	"CA"	"Marin CA"	"Stinson Beach CDP, CA"	632	0.273 
"06041"	"1321.00"	"06"	"99999"	"CA"	"Marin CA"	" "	59	0.026 
"06041"	"1322.00"	"06"	"36616"	"CA"	"Marin CA"	"Inverness CDP, CA"	1304	0.735 
"06041"	"1322.00"	"06"	"57960"	"CA"	"Marin CA"	"Point Reyes Station CDP, CA"	25	0.014 
"06041"	"1322.00"	"06"	"99999"	"CA"	"Marin CA"	" "	445	0.251 
"06041"	"1330.00"	"06"	"19262"	"CA"	"Marin CA"	"Dillon Beach CDP, CA"	283	0.088 
"06041"	"1330.00"	"06"	"51280"	"CA"	"Marin CA"	"Nicasio CDP, CA"	96	0.03 
"06041"	"1330.00"	"06"	"52582"	"CA"	"Marin CA"	"Novato city, CA"	2	0.001 
"06041"	"1330.00"	"06"	"57960"	"CA"	"Marin CA"	"Point Reyes Station CDP, CA"	823	0.255 
"06041"	"1330.00"	"06"	"78890"	"CA"	"Marin CA"	"Tomales CDP, CA"	204	0.063 
"06041"	"1330.00"	"06"	"99999"	"CA"	"Marin CA"	" "	1818	0.564 
"06043"	"0001.01"	"06"	"04730"	"CA"	"Mariposa CA"	"Bear Valley CDP, CA"	125	0.032 
"06043"	"0001.01"	"06"	"34708"	"CA"	"Mariposa CA"	"Hornitos CDP, CA"	63	0.016 
"06043"	"0001.01"	"06"	"45932"	"CA"	"Mariposa CA"	"Mariposa CDP, CA"	1945	0.495 
"06043"	"0001.01"	"06"	"47374"	"CA"	"Mariposa CA"	"Midpines CDP, CA"	967	0.246 
"06043"	"0001.01"	"06"	"99999"	"CA"	"Mariposa CA"	" "	829	0.211 
"06043"	"0001.02"	"06"	"12062"	"CA"	"Mariposa CA"	"Catheys Valley CDP, CA"	825	0.303 
"06043"	"0001.02"	"06"	"34708"	"CA"	"Mariposa CA"	"Hornitos CDP, CA"	12	0.004 
"06043"	"0001.02"	"06"	"45932"	"CA"	"Mariposa CA"	"Mariposa CDP, CA"	228	0.084 
"06043"	"0001.02"	"06"	"99999"	"CA"	"Mariposa CA"	" "	1654	0.608 
"06043"	"0002.00"	"06"	"08716"	"CA"	"Mariposa CA"	"Buck Meadows CDP, CA"	31	0.009 
"06043"	"0002.00"	"06"	"16644"	"CA"	"Mariposa CA"	"Coultervillle CDP, CA"	201	0.06 
"06043"	"0002.00"	"06"	"30900"	"CA"	"Mariposa CA"	"Greeley Hill CDP, CA"	915	0.273 
"06043"	"0002.00"	"06"	"39484"	"CA"	"Mariposa CA"	"Lake Don Pedro CDP, CA"	1077	0.321 
"06043"	"0002.00"	"06"	"99999"	"CA"	"Mariposa CA"	" "	1128	0.337 
"06043"	"0003.01"	"06"	"07525"	"CA"	"Mariposa CA"	"Bootjack CDP, CA"	960	0.256 
"06043"	"0003.01"	"06"	"99999"	"CA"	"Mariposa CA"	" "	2783	0.744 
"06043"	"0003.02"	"06"	"47374"	"CA"	"Mariposa CA"	"Midpines CDP, CA"	237	0.088 
"06043"	"0003.02"	"06"	"99999"	"CA"	"Mariposa CA"	" "	2469	0.912 
"06043"	"0004.00"	"06"	"22328"	"CA"	"Mariposa CA"	"El Portal CDP, CA"	474	0.263 
"06043"	"0004.00"	"06"	"24218"	"CA"	"Mariposa CA"	"Fish Camp CDP, CA"	59	0.033 
"06043"	"0004.00"	"06"	"83766"	"CA"	"Mariposa CA"	"Wawona CDP, CA"	169	0.094 
"06043"	"0004.00"	"06"	"86912"	"CA"	"Mariposa CA"	"Yosemite Valley CDP, CA"	1035	0.574 
"06043"	"0004.00"	"06"	"99999"	"CA"	"Mariposa CA"	" "	65	0.036 
"06045"	"0101.00"	"06"	"16728"	"CA"	"Mendocino CA"	"Covelo CDP, CA"	1255	0.485 
"06045"	"0101.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	1332	0.515 
"06045"	"0102.00"	"06"	"40928"	"CA"	"Mendocino CA"	"Laytonville CDP, CA"	1227	0.295 
"06045"	"0102.00"	"06"	"41026"	"CA"	"Mendocino CA"	"Leggett CDP, CA"	122	0.029 
"06045"	"0102.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	2806	0.675 
"06045"	"0103.00"	"06"	"14008"	"CA"	"Mendocino CA"	"Cleone CDP, CA"	618	0.145 
"06045"	"0103.00"	"06"	"25058"	"CA"	"Mendocino CA"	"Fort Bragg city, CA"	47	0.011 
"06045"	"0103.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	3607	0.844 
"06045"	"0104.00"	"06"	"25058"	"CA"	"Mendocino CA"	"Fort Bragg city, CA"	3050	0.88 
"06045"	"0104.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	417	0.12 
"06045"	"0105.00"	"06"	"25058"	"CA"	"Mendocino CA"	"Fort Bragg city, CA"	4176	0.941 
"06045"	"0105.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	263	0.059 
"06045"	"0106.00"	"06"	"08530"	"CA"	"Mendocino CA"	"Brooktrails CDP, CA"	2816	0.407 
"06045"	"0106.00"	"06"	"85600"	"CA"	"Mendocino CA"	"Willits city, CA"	2	0 
"06045"	"0106.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	4099	0.593 
"06045"	"0107.00"	"06"	"08530"	"CA"	"Mendocino CA"	"Brooktrails CDP, CA"	419	0.068 
"06045"	"0107.00"	"06"	"85600"	"CA"	"Mendocino CA"	"Willits city, CA"	4886	0.788 
"06045"	"0107.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	898	0.145 
"06045"	"0108.01"	"06"	"60214"	"CA"	"Mendocino CA"	"Redwood Valley CDP, CA"	1729	0.292 
"06045"	"0108.01"	"06"	"99999"	"CA"	"Mendocino CA"	" "	4186	0.708 
"06045"	"0108.02"	"06"	"58506"	"CA"	"Mendocino CA"	"Potter Valley CDP, CA"	646	0.362 
"06045"	"0108.02"	"06"	"99999"	"CA"	"Mendocino CA"	" "	1139	0.638 
"06045"	"0109.00"	"06"	"09990"	"CA"	"Mendocino CA"	"Calpella CDP, CA"	679	0.157 
"06045"	"0109.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	3653	0.843 
"06045"	"0110.01"	"06"	"00716"	"CA"	"Mendocino CA"	"Albion CDP, CA"	168	0.086 
"06045"	"0110.01"	"06"	"41866"	"CA"	"Mendocino CA"	"Little River CDP, CA"	86	0.044 
"06045"	"0110.01"	"06"	"99999"	"CA"	"Mendocino CA"	" "	1698	0.87 
"06045"	"0110.02"	"06"	"11768"	"CA"	"Mendocino CA"	"Caspar CDP, CA"	509	0.095 
"06045"	"0110.02"	"06"	"41866"	"CA"	"Mendocino CA"	"Little River CDP, CA"	31	0.006 
"06045"	"0110.02"	"06"	"46814"	"CA"	"Mendocino CA"	"Mendocino CDP, CA"	894	0.167 
"06045"	"0110.02"	"06"	"99999"	"CA"	"Mendocino CA"	" "	3930	0.733 
"06045"	"0111.02"	"06"	"02028"	"CA"	"Mendocino CA"	"Anchor Bay CDP, CA"	340	0.087 
"06045"	"0111.02"	"06"	"45386"	"CA"	"Mendocino CA"	"Manchester CDP, CA"	195	0.05 
"06045"	"0111.02"	"06"	"57876"	"CA"	"Mendocino CA"	"Point Arena city, CA"	449	0.115 
"06045"	"0111.02"	"06"	"99999"	"CA"	"Mendocino CA"	" "	2931	0.749 
"06045"	"0112.00"	"06"	"07512"	"CA"	"Mendocino CA"	"Boonville CDP, CA"	1035	0.314 
"06045"	"0112.00"	"06"	"15030"	"CA"	"Mendocino CA"	"Comptche CDP, CA"	159	0.048 
"06045"	"0112.00"	"06"	"56868"	"CA"	"Mendocino CA"	"Philo CDP, CA"	349	0.106 
"06045"	"0112.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	1750	0.531 
"06045"	"0113.00"	"06"	"81134"	"CA"	"Mendocino CA"	"Ukiah city, CA"	133	0.022 
"06045"	"0113.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	5839	0.978 
"06045"	"0114.00"	"06"	"81134"	"CA"	"Mendocino CA"	"Ukiah city, CA"	4438	0.993 
"06045"	"0114.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	31	0.007 
"06045"	"0115.00"	"06"	"81134"	"CA"	"Mendocino CA"	"Ukiah city, CA"	6381	0.947 
"06045"	"0115.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	358	0.053 
"06045"	"0116.00"	"06"	"81134"	"CA"	"Mendocino CA"	"Ukiah city, CA"	5122	0.883 
"06045"	"0116.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	680	0.117 
"06045"	"0117.00"	"06"	"77784"	"CA"	"Mendocino CA"	"Talmage CDP, CA"	1130	0.27 
"06045"	"0117.00"	"06"	"81134"	"CA"	"Mendocino CA"	"Ukiah city, CA"	1	0 
"06045"	"0117.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	3050	0.729 
"06045"	"0118.00"	"06"	"34652"	"CA"	"Mendocino CA"	"Hopland CDP, CA"	756	0.363 
"06045"	"0118.00"	"06"	"99999"	"CA"	"Mendocino CA"	" "	1326	0.637 
"06047"	"0002.01"	"06"	"03708"	"CA"	"Merced CA"	"Ballico CDP, CA"	406	0.112 
"06047"	"0002.01"	"06"	"18464"	"CA"	"Merced CA"	"Delhi CDP, CA"	1500	0.414 
"06047"	"0002.01"	"06"	"99999"	"CA"	"Merced CA"	" "	1720	0.474 
"06047"	"0002.02"	"06"	"99999"	"CA"	"Merced CA"	" "	1841	1 
"06047"	"0002.03"	"06"	"18464"	"CA"	"Merced CA"	"Delhi CDP, CA"	9255	0.998 
"06047"	"0002.03"	"06"	"99999"	"CA"	"Merced CA"	" "	17	0.002 
"06047"	"0003.01"	"06"	"17078"	"CA"	"Merced CA"	"Cressey CDP, CA"	24	0.005 
"06047"	"0003.01"	"06"	"42006"	"CA"	"Merced CA"	"Livingston city, CA"	4140	0.864 
"06047"	"0003.01"	"06"	"99999"	"CA"	"Merced CA"	" "	626	0.131 
"06047"	"0003.03"	"06"	"99999"	"CA"	"Merced CA"	" "	2158	1 
"06047"	"0003.04"	"06"	"42006"	"CA"	"Merced CA"	"Livingston city, CA"	8918	0.978 
"06047"	"0003.04"	"06"	"99999"	"CA"	"Merced CA"	" "	198	0.022 
"06047"	"0004.01"	"06"	"74144"	"CA"	"Merced CA"	"Stevinson CDP, CA"	313	0.171 
"06047"	"0004.01"	"06"	"99999"	"CA"	"Merced CA"	" "	1521	0.829 
"06047"	"0004.02"	"06"	"33861"	"CA"	"Merced CA"	"Hilmar-Irwin CDP, CA"	5197	0.644 
"06047"	"0004.02"	"06"	"99999"	"CA"	"Merced CA"	" "	2874	0.356 
"06047"	"0005.03"	"06"	"03162"	"CA"	"Merced CA"	"Atwater city, CA"	47	0.014 
"06047"	"0005.03"	"06"	"17078"	"CA"	"Merced CA"	"Cressey CDP, CA"	344	0.104 
"06047"	"0005.03"	"06"	"99999"	"CA"	"Merced CA"	" "	2901	0.881 
"06047"	"0005.04"	"06"	"86076"	"CA"	"Merced CA"	"Winton CDP, CA"	5840	0.953 
"06047"	"0005.04"	"06"	"99999"	"CA"	"Merced CA"	" "	289	0.047 
"06047"	"0005.05"	"06"	"17078"	"CA"	"Merced CA"	"Cressey CDP, CA"	26	0.004 
"06047"	"0005.05"	"06"	"86076"	"CA"	"Merced CA"	"Winton CDP, CA"	4736	0.769 
"06047"	"0005.05"	"06"	"99999"	"CA"	"Merced CA"	" "	1394	0.226 
"06047"	"0006.01"	"06"	"03162"	"CA"	"Merced CA"	"Atwater city, CA"	5371	0.988 
"06047"	"0006.01"	"06"	"86076"	"CA"	"Merced CA"	"Winton CDP, CA"	37	0.007 
"06047"	"0006.01"	"06"	"99999"	"CA"	"Merced CA"	" "	30	0.006 
"06047"	"0006.02"	"06"	"03162"	"CA"	"Merced CA"	"Atwater city, CA"	3550	1 
"06047"	"0006.03"	"06"	"03162"	"CA"	"Merced CA"	"Atwater city, CA"	5834	0.95 
"06047"	"0006.03"	"06"	"99999"	"CA"	"Merced CA"	" "	309	0.05 
"06047"	"0007.01"	"06"	"03162"	"CA"	"Merced CA"	"Atwater city, CA"	3120	0.978 
"06047"	"0007.01"	"06"	"99999"	"CA"	"Merced CA"	" "	71	0.022 
"06047"	"0007.02"	"06"	"03162"	"CA"	"Merced CA"	"Atwater city, CA"	569	0.116 
"06047"	"0007.02"	"06"	"45006"	"CA"	"Merced CA"	"McSwain CDP, CA"	3704	0.755 
"06047"	"0007.02"	"06"	"99999"	"CA"	"Merced CA"	" "	630	0.128 
"06047"	"0008.01"	"06"	"03162"	"CA"	"Merced CA"	"Atwater city, CA"	4371	0.984 
"06047"	"0008.01"	"06"	"99999"	"CA"	"Merced CA"	" "	73	0.016 
